"Name","ResourceGroupName","Subscription"
"NetworkWatcher_eastus2","NetworkWatcherRG","Spectrum IaaS Landing Zone Subscription - Test"
"demo-sqldb-use2-prod/master","web-rg-use2-prod","Spectrum Web App Landing Zone - Prod"
"Application Insights Smart Detection","web-rg-use2-prod","Spectrum Web App Landing Zone - Prod"
"WebApp Alerts","web-rg-use2-prod","Spectrum Web App Landing Zone - Prod"
"cred-sqldb-use2-prod/master","web-rg-use2-prod","Spectrum Web App Landing Zone - Prod"
"azureapp-auto","azureapp-auto-alerts-eceeac-gbeal_o_spectrumhcp_com","Spectrum Web App Landing Zone - Prod"
"Service Health issue in 'Spectrum Web App Landing Zone - Prod'","azureapp-auto-alerts-eceeac-gbeal_o_spectrumhcp_com","Spectrum Web App Landing Zone - Prod"
"Web App Alerts","web-rg-use2-prod","Spectrum Web App Landing Zone - Prod"
"ngmdsync_not_running","web-rg-use2-prod","Spectrum Web App Landing Zone - Prod"
"TimerFunc-AppServicePlan-HighCPU","web-rg-use2-prod","Spectrum Web App Landing Zone - Prod"
"cntrlsrvcs-sqldb-use2-prod/master","web-rg-use2-prod","Spectrum Web App Landing Zone - Prod"
"Failure Anomalies - web-ai-use2-prod","web-rg-use2-prod","Spectrum Web App Landing Zone - Prod"
"ContainerInsights(defaultworkspace-1f43332a-3f79-4865-acc3-bce75061c0df-eus2)","defaultresourcegroup-eus2","Fellowship of the Cloud Dev/Test"
"SecurityCenterFree(DefaultWorkspace-1f43332a-3f79-4865-acc3-bce75061c0df-EUS2)","defaultresourcegroup-eus2","Fellowship of the Cloud Dev/Test"
"Security(DefaultWorkspace-1f43332a-3f79-4865-acc3-bce75061c0df-EUS2)","defaultresourcegroup-eus2","Fellowship of the Cloud Dev/Test"
"NetworkWatcher_eastus2","NetworkWatcherRG","Fellowship of the Cloud Dev/Test"
"DefaultWorkspace-1f43332a-3f79-4865-acc3-bce75061c0df-EUS2","DefaultResourceGroup-EUS2","Fellowship of the Cloud Dev/Test"
"NetworkWatcher_eastus","NetworkWatcherRG","Fellowship of the Cloud Dev/Test"
"MoveCollection-eus2-eus-eus2","ResourceMoverRG-eastus2-eastus-eus2","Fellowship of the Cloud Dev/Test"
"NetworkMonitoring(DefaultWorkspace-1f43332a-3f79-4865-acc3-bce75061c0df-EUS2)","defaultresourcegroup-eus2","Fellowship of the Cloud Dev/Test"
"azureapp-auto","azureapp-auto-alerts-eceeac-gbeal_o_spectrumhcp_com","Spectrum Web App Landing Zone - Dev"
"Service Health issue in 'Spectrum Web App Landing Zone - Dev'","azureapp-auto-alerts-eceeac-gbeal_o_spectrumhcp_com","Spectrum Web App Landing Zone - Dev"
"Application Insights Smart Detection","web-rg-use2-dev","Spectrum Web App Landing Zone - Dev"
"Failure Anomalies - web-ai-use2-dev","web-rg-use2-dev","Spectrum Web App Landing Zone - Dev"
"demo-sqldb-use2-dev/master","web-rg-use2-dev","Spectrum Web App Landing Zone - Dev"
"NetworkWatcher_eastus2","NetworkWatcherRG","Spectrum Web App Landing Zone - Dev"
"DefaultWorkspace-11c62388-6c4f-43d3-a920-e215df5dbfa3-EUS2","DefaultResourceGroup-EUS2","Spectrum Web App Landing Zone - Dev"
"SecurityCenterFree(DefaultWorkspace-11c62388-6c4f-43d3-a920-e215df5dbfa3-EUS2)","defaultresourcegroup-eus2","Spectrum Web App Landing Zone - Dev"
"cred-sqldb-use2-dev/master","web-rg-use2-dev","Spectrum Web App Landing Zone - Dev"
"Web App Alerts","web-rg-use2-dev","Spectrum Web App Landing Zone - Dev"
"cntrlsrvcs-sqldb-use2-dev/master","web-rg-use2-dev","Spectrum Web App Landing Zone - Dev"
"itentivearchive_vNet3784772","itentive-test","Spectrum Web App Landing Zone - Dev"
"itentivearchive","itentive-test","Spectrum Web App Landing Zone - Dev"
"fidesteststorage","fides-test","Spectrum Web App Landing Zone - Dev"
"NetworkWatcher_eastus2","NetworkWatcherRG","Networking Sandbox"
"NetworkWatcher_eastus","NetworkWatcherRG","Networking Sandbox"
"DefaultWorkspace-40df5d11-8910-487c-a59d-7b61e9af5df8-EUS2","DefaultResourceGroup-EUS2","Networking Sandbox"
"SecurityCenterFree(DefaultWorkspace-40df5d11-8910-487c-a59d-7b61e9af5df8-EUS2)","defaultresourcegroup-eus2","Networking Sandbox"
"u-tech.com","SHCP-PublicDNSHA-RG","Microsoft Azure Enterprise"
"azureapp-auto","azureapp-auto-alerts-eceeac-gbeal_o_spectrumhcp_com","Microsoft Azure Enterprise"
"Service Health issue in 'Microsoft Azure Enterprise'","azureapp-auto-alerts-eceeac-gbeal_o_spectrumhcp_com","Microsoft Azure Enterprise"
"Security(defaultworkspace-01cfd30c-c59b-4b5d-8fdb-d0d7c8faf006-eus)","DefaultResourceGroup-EUS","Microsoft Azure Enterprise"
"SecurityCenterFree(DefaultWorkspace-01cfd30c-c59b-4b5d-8fdb-d0d7c8faf006-EUS)","DefaultResourceGroup-EUS","Microsoft Azure Enterprise"
"LogicAppsManagement(defaultworkspace-01cfd30c-c59b-4b5d-8fdb-d0d7c8faf006-eus)","DefaultResourceGroup-EUS","Microsoft Azure Enterprise"
"SecurityCenterFree(DefaultWorkspace-01cfd30c-c59b-4b5d-8fdb-d0d7c8faf006-EUS2)","DefaultResourceGroup-EUS2","Microsoft Azure Enterprise"
"Security(DefaultWorkspace-01cfd30c-c59b-4b5d-8fdb-d0d7c8faf006-EUS2)","DefaultResourceGroup-EUS2","Microsoft Azure Enterprise"
"ContainerInsights(defaultworkspace-01cfd30c-c59b-4b5d-8fdb-d0d7c8faf006-eus2)","defaultresourcegroup-eus2","Microsoft Azure Enterprise"
"NetworkWatcher_southafricanorth","NetworkWatcherRG","Microsoft Azure Enterprise"
"theapms.com","SHCP-PublicDNSHA-RG","Microsoft Azure Enterprise"
"shcppublicwebsite.com","SHCP-PublicDNSHA-RG","Microsoft Azure Enterprise"
"spectrummsc.com","SHCP-PublicDNSHA-RG","Microsoft Azure Enterprise"
"orthoassociates.com","SHCP-PublicDNSHA-RG","Microsoft Azure Enterprise"
"cmogroup.org","SHCP-PublicDNSHA-RG","Microsoft Azure Enterprise"
"falmouthortho.com","SHCP-PublicDNSHA-RG","Microsoft Azure Enterprise"
"spectrummg.com","SHCP-PublicDNSHA-RG","Microsoft Azure Enterprise"
"SHCP-DBA","Default-ActivityLogAlerts","Microsoft Azure Enterprise"
"GBEAL","Default-ActivityLogAlerts","Microsoft Azure Enterprise"
"SHCPHelpDesk","Default-ActivityLogAlerts","Microsoft Azure Enterprise"
"AZ-Backup1","Default-RecoveryServices-ResourceGroup-eastus","Microsoft Azure Enterprise"
"6tportalvhdsfdn9qvqsy8lh","Default-Storage-EastUS","Microsoft Azure Enterprise"
"DefaultWorkspace-01cfd30c-c59b-4b5d-8fdb-d0d7c8faf006-EUS","DefaultResourceGroup-EUS","Microsoft Azure Enterprise"
"DefaultWorkspace-01cfd30c-c59b-4b5d-8fdb-d0d7c8faf006-EUS2","DefaultResourceGroup-EUS2","Microsoft Azure Enterprise"
"NetworkWatcher_eastus","NetworkWatcherRG","Microsoft Azure Enterprise"
"NetworkWatcher_eastus2","NetworkWatcherRG","Microsoft Azure Enterprise"
"NetworkWatcher_westus","NetworkWatcherRG","Microsoft Azure Enterprise"
"ExtraPayMVC","ShcpAppDev","Microsoft Azure Enterprise"
"AnesSouthComp","ShcpAppDev","Microsoft Azure Enterprise"
"spectrummedicalgroup/spectrum","VS-spectrummedicalgroup-Group","Microsoft Azure Enterprise"
"spectrummedicalgroup","VS-spectrummedicalgroup-Group","Microsoft Azure Enterprise"
"shcp-oneconnect/master","SHCP-OneConnect-ResourceGroup","Microsoft Azure Enterprise"
"mainevascular.com","SHCP-PublicDNSHA-RG","Microsoft Azure Enterprise"
"varicoseveinsmaine.com","SHCP-PublicDNSHA-RG","Microsoft Azure Enterprise"
"vascularinterventionalphysicians.com","SHCP-PublicDNSHA-RG","Microsoft Azure Enterprise"
"Failure Anomalies - OneConnectReferrer-AppInsights","SHCP-OneConnect-ResourceGroup","Microsoft Azure Enterprise"
"orthospectrum.com","SHCP-PublicDNSHA-RG","Microsoft Azure Enterprise"
"NetworkWatcher_ukwest","NetworkWatcherRG","Microsoft Azure Enterprise"
"spectrumradiology.org","SHCP-PublicDNSHA-RG","Microsoft Azure Enterprise"
"seeyououtthere.net","SHCP-PublicDNSHA-RG","Microsoft Azure Enterprise"
"spectrumorthomaine.com","SHCP-PublicDNSHA-RG","Microsoft Azure Enterprise"
"MaineOrtho.net","SHCP-PublicDNSHA-RG","Microsoft Azure Enterprise"
"spectrumcares4me.com","SHCP-PublicDNSHA-RG","Microsoft Azure Enterprise"
"spectrumpatholoy.org","SHCP-PublicDNSHA-RG","Microsoft Azure Enterprise"
"spectrumpathology.com","SHCP-PublicDNSHA-RG","Microsoft Azure Enterprise"
"spectrummg.org","SHCP-PublicDNSHA-RG","Microsoft Azure Enterprise"
"spectrummedicalgroup.com","SHCP-PublicDNSHA-RG","Microsoft Azure Enterprise"
"spectrumorthome.com","SHCP-PublicDNSHA-RG","Microsoft Azure Enterprise"
"spectrumothomaine.com","SHCP-PublicDNSHA-RG","Microsoft Azure Enterprise"
"spectrummedicalgroup.org","SHCP-PublicDNSHA-RG","Microsoft Azure Enterprise"
"spectrumradiology.com","SHCP-PublicDNSHA-RG","Microsoft Azure Enterprise"
"smscit.com","SHCP-PublicDNSHA-RG","Microsoft Azure Enterprise"
"Microsoft365Analytics(defaultworkspace-01cfd30c-c59b-4b5d-8fdb-d0d7c8faf006-eus)","defaultresourcegroup-eus","Microsoft Azure Enterprise"
"NetworkWatcher_eastus2","NetworkWatcherRG","Spectrum Connectivity Subscription - Dev"
"DevAppGWAlert","hub-rg-use2-dev","Spectrum Connectivity Subscription - Dev"
"DefaultWorkspace-0451698b-3b96-4a6a-80c7-f46d41057cd9-EUS2","DefaultResourceGroup-EUS2","Spectrum Connectivity Subscription - Dev"
"SecurityCenterFree(DefaultWorkspace-0451698b-3b96-4a6a-80c7-f46d41057cd9-EUS2)","defaultresourcegroup-eus2","Spectrum Connectivity Subscription - Dev"
"jmp-use2-dev_OsDisk_1_80e820c1851345359759d8a5c81153df","HUB-RG-USE2-DEV","Spectrum Connectivity Subscription - Dev"
"jmp-use2-dev/MicrosoftMonitoringAgent","HUB-RG-USE2-DEV","Spectrum Connectivity Subscription - Dev"
"jmp-use2-dev/AzureNetworkWatcherExtension","hub-rg-use2-dev","Spectrum Connectivity Subscription - Dev"
"jmp-use2-dev/DependencyAgent","hub-rg-use2-dev","Spectrum Connectivity Subscription - Dev"
"azureapp-auto","azureapp-auto-alerts-eceeac-gbeal_o_spectrumhcp_com","Spectrum Connectivity Subscription - Dev"
"Service Health issue in 'Spectrum Connectivity Subscription - Dev'","azureapp-auto-alerts-eceeac-gbeal_o_spectrumhcp_com","Spectrum Connectivity Subscription - Dev"
"smscnsgfl","hub-rg-use2-dev","Spectrum Connectivity Subscription - Dev"
"test-sa-use2-devpe","hub-rg-use2-dev","Spectrum Connectivity Subscription - Dev"
"test-sa-use2-devpe.nic.2fb2a859-05ce-4489-ad2b-c5bcf8502340","hub-rg-use2-dev","Spectrum Connectivity Subscription - Dev"
"testfile-sa-use2-devpe","hub-rg-use2-dev","Spectrum Connectivity Subscription - Dev"
"testfile-sa-use2-devpe.nic.c47b3f44-9564-48a0-a61c-ff3cd356efaf","hub-rg-use2-dev","Spectrum Connectivity Subscription - Dev"
"privatelink.file.core.windows.net","hub-rg-use2-dev","Spectrum Connectivity Subscription - Dev"
"testtable-sa-use2-devpe","hub-rg-use2-dev","Spectrum Connectivity Subscription - Dev"
"testtable-sa-use2-devpe.nic.694c78c8-97c9-4e29-8ef4-ec81043cb968","hub-rg-use2-dev","Spectrum Connectivity Subscription - Dev"
"privatelink.file.core.windows.net/quhuswsdesble","hub-rg-use2-dev","Spectrum Connectivity Subscription - Dev"
"privatelink.table.core.windows.net","hub-rg-use2-dev","Spectrum Connectivity Subscription - Dev"
"privatelink.table.core.windows.net/quhuswsdesble","hub-rg-use2-dev","Spectrum Connectivity Subscription - Dev"
"agw-behealth","hub-rg-use2-dev","Spectrum Connectivity Subscription - Dev"
"unhealthy-host-count","hub-rg-use2-dev","Spectrum Connectivity Subscription - Dev"
"SecurityCenterFree(logs-laws-use2-prod)","logs-rg-use2-prod","Spectrum Analytics Subscription - Prod"
"DefaultWorkspace-54790b16-08b7-4431-85f1-f58c63a92a88-EUS2","DefaultResourceGroup-EUS2","AppDev Sandbox"
"NetworkWatcher_eastus2","NetworkWatcherRG","AppDev Sandbox"
"Failure Anomalies - TodoListService-aspnetcore-webapi-SHCP","onec-usea-rg-devapi","AppDev Sandbox"
"Failure Anomalies - onec-use2-as-devapi2","onec-usea-rg-devapi","AppDev Sandbox"
"Failure Anomalies - todolistclient-aspnetcore-webapi-shcp","onec-usea-rg-devapi","AppDev Sandbox"
"SecurityInsights(logs-laws-use2-dev)","logs-rg-use2-dev","Spectrum Analytics Subscription - Dev"
"azureapp-auto","azureapp-auto-alerts-eceeac-gbeal_o_spectrumhcp_com","Spectrum Analytics Subscription - Dev"
"Service Health issue in 'Spectrum Analytics Subscription - Dev'","azureapp-auto-alerts-eceeac-gbeal_o_spectrumhcp_com","Spectrum Analytics Subscription - Dev"
"azuresentinel-Test-playbook-and-alert","logs-rg-use2-dev","Spectrum Analytics Subscription - Dev"
"office365","logs-rg-use2-dev","Spectrum Analytics Subscription - Dev"
"office365-1","logs-rg-use2-dev","Spectrum Analytics Subscription - Dev"
"azuresentinel","logs-rg-use2-dev","Spectrum Analytics Subscription - Dev"
"azuresentinel-1","logs-rg-use2-dev","Spectrum Analytics Subscription - Dev"
"Test-playbook-and-alert","logs-rg-use2-dev","Spectrum Analytics Subscription - Dev"
"NetworkWatcher_eastus2","NetworkWatcherRG","Spectrum Connectivity Subscription - Prod"
"ProdAppGWAlert","hub-rg-use2-prod","Spectrum Connectivity Subscription - Prod"
"agw-behealth","hub-rg-use2-prod","Spectrum Connectivity Subscription - Prod"
"unhealthy-host-count","hub-rg-use2-prod","Spectrum Connectivity Subscription - Prod"
"NetworkWatcher_eastus","NetworkWatcherRG","Spectrum Cyber Security Subscription - Prod"
"NetworkWatcher_eastus2","NetworkWatcherRG","Spectrum Cyber Security Subscription - Prod"
"azuresentinel","NetworkWatcherRG","Spectrum Cyber Security Subscription - Prod"
"NetworkWatcher_eastus2","NetworkWatcherRG","Spectrum Connectivity Subscription - Test"
"DefaultWorkspace-e0e4e014-40b6-40aa-bf26-41a0c54a6c44-EUS2","DefaultResourceGroup-EUS2","Spectrum Connectivity Subscription - Test"
"SecurityCenterFree(DefaultWorkspace-e0e4e014-40b6-40aa-bf26-41a0c54a6c44-EUS2)","defaultresourcegroup-eus2","Spectrum Connectivity Subscription - Test"
